"","Maker","Model","Type","Fuel","Price","Cylinders","Displacement","DriveWheel","BHP","Torque","Acceleration","TopSpeed","MPG","Weight","Length","Width","Height","AdaptiveHeadlights","AdjustableSteering","AlarmSystem","Automatic","Bluetooth","ClimateControl","CruiseControl","ElectricSeats","Leather","ParkingSensors","PowerSteering","SatNav","ESP","Origin"
"Mini John Cooper Works","Mini","John Cooper Works","MINI Roadster 1.6T 211 John Cooper Works 2d","Petrol",10.1206130315248,4,7.37650812632622,"Front",5.35185813347607,5.33271879326537,6.5,4.99043258677874,38,NA,3758,1683,1391,"no","standard","no/optional","no","optional","optional","no","no","no","standard","standard","optional","standard","Europe"
"Mini Roadster","Mini","Roadster","MINI Roadster 1.6T 184 Cooper S 2d","Petrol",9.9475044379529,4,7.37650812632622,"Front",5.21493575760899,5.25749537202778,7,4.94875989037817,47,NA,3734,1683,1390,"no","standard","no/optional","no","optional","optional","no","no","no","standard","standard","optional","standard","Europe"
"Mitsubishi ASX","Mitsubishi","ASX","ASX 1.8 DiD 3 5d","Diesel",9.94145748378776,4,7.49443021503157,"Front",4.99721227376411,5.39816270151775,9.7,4.82028156560504,51,1450,4295,1770,1625,"standard","standard","no/optional","no","standard","standard","standard","no","no","no","standard","no","standard","Asia"
"Mitsubishi i-MiEV","Mitsubishi","i-MiEV","i EV i-MiEV 5d",NA,10.2766016304266,0,NA,"Front",4.15888308335967,4.88280192258637,15.9,4.51085950651685,NA,1110,3475,1475,1610,"standard","no","standard","standard","optional","no","no","no","no","no","no","optional","standard","Asia"
"Mitsubishi Mirage","Mitsubishi","Mirage","Mirage 1.2 2 5d","Petrol",9.31054763239321,3,7.08422642209792,"Front",4.36944785246702,4.35670882668959,11.7,4.71849887129509,68,845,3710,1665,1490,"standard","no","no/optional","no","no","no","no","no","no","optional","standard","no","standard","Asia"
"Mitsubishi Outlander","Mitsubishi","Outlander","Outlander 2.2 DI-D GX4 5d","Diesel",10.3147359054,4,7.72665366484764,"4WD",NA,NA,10.2,NA,52,NA,4655,1800,1680,"standard","standard","no/optional","optional","standard","standard","standard","standard","standard","standard","standard","standard","standard","Asia"
"Mitsubishi Shogun","Mitsubishi","Shogun","Shogun 3.2 DI-DC Warrior 3d SWB","Diesel",10.4318780074816,4,8.07090608878782,"4WD",5.28320372873799,5.47646355193151,9.7,4.70953020131233,36,2095,4385,1875,1870,"no","standard","no/optional","optional","standard","standard","no","no","standard","standard","standard","standard","standard","Asia"
"Morgan 3 Wheeler","Morgan","3 Wheeler","3 Wheeler 2.0 Bespoke 2d","Petrol",10.3089526606443,2,7.5847730776122,"Rear",4.70048036579242,4.60517018598809,4.5,4.78749174278205,NA,490,NA,NA,NA,"no","no","no/optional","no","no","no","no","no","optional","no","no","no","no","Europe"
"Morgan Aero","Morgan","Aero","Aero 4.8 V8 Coupe 2d","Petrol",11.5124253399285,8,8.47616284185825,"Rear",5.90536184805457,5.91350300563827,4.5,5.13579843705026,26,1175,4147,1751,1248,"no","no","no/optional","standard","no","no","no","no","standard","no","no","optional","no","Europe"
"Morgan Roadster","Morgan","Roadster","Classic 3.7 Roadster 2d","Petrol",10.7342203960486,6,8.21608809863232,"Rear",5.63478960316925,5.64190707093811,5.5,4.9416424226093,28,950,4010,1720,1220,"no","no","no/optional","optional","no","no","no","no","standard","no","no","no","no","Europe"
"Nissan 370Z","Nissan","370Z","370Z 3.7 V6 GT Pack 2d","Petrol",10.3733349195736,6,8.21500643276157,"Rear",5.78689738136671,5.59471137960184,5.3,5.04342511691925,26,1496,4250,1845,1315,"standard","no","standard","optional","standard","standard","standard","standard","standard","optional","standard","optional","standard","Asia"
"Nissan Juke","Nissan","Juke","Juke 1.5 dCi 115 n-tec 5d","Petrol",9.78075478715383,4,7.2868764117507,"Front",4.74493212836325,5.25227342804663,11.2,4.69134788222914,67,1295,4135,1765,1570,"no","no","no/optional","no","standard","standard","standard","no","no","no","standard","standard","standard","Asia"
"Nissan Leaf","Nissan","Leaf","LEAF EV Standard 5d",NA,10.257308427492,0,NA,"Front",4.69134788222914,5.32787616878958,11.9,4.49980967033027,NA,1525,4445,1770,1550,"no","no","no/optional","standard","standard","standard","standard","no","no","standard","standard","standard","standard","Asia"
"Nissan Micra","Nissan","Micra","Micra 1.2 DIG-S Visia 5d","Petrol",9.32812340763257,3,7.08840877867539,"Front",4.58496747867057,4.64439089914137,11.3,4.71849887129509,68,1040,3780,1675,1520,"no","no","no/optional","optional","standard","no","no","no","no","no","standard","no","standard","Asia"
"Nissan Note","Nissan","Note","Note 1.4 n-tec 5d","Petrol",9.51044496442652,4,7.23417717974985,"Front",4.47733681447821,4.54329478227,13.4,4.61512051684126,47,1150,4100,1690,1550,"standard","no","no/optional","no","standard","standard","standard","no","no","standard","standard","standard","standard","Asia"
"Nissan Pathfinder","Nissan","Pathfinder","Pathfinder 2.5 dCi 190 Acenta 5d","Diesel",10.3873016270553,4,7.81923445385907,"4WD",5.24702407216049,5.80211837537706,11,4.74493212836325,33,2090,4813,1848,1785,"standard","no","standard","no","standard","standard","no","no","no","optional","standard","no","standard","Asia"
"Nissan Qashqai","Nissan","Qashqai","Qashqai 1.6 117 Tekna 5d","Petrol",9.96622758235731,4,7.37650812632622,"Front",4.76217393479776,4.75359019110636,11.9,4.72738781871234,45,1297,4330,1780,1622,"standard","standard","standard","no","standard","standard","standard","no","standard","standard","standard","standard","standard","Asia"
"Nissan X-Trail","Nissan","X-Trail","X-Trail 2.0 dCi 173 n-tec+ 5d","Diesel",10.2324315227365,4,7.59839932932396,"4WD",5.15329159449778,5.57972982598622,10,4.82028156560504,44,1650,4635,1790,1700,"standard","standard","standard","no","standard","standard","standard","no","no","standard","standard","standard","standard","Asia"
"Noble M600","Noble","M600","M600 4.4 V8 T 650 Standard 2d","Petrol",12.2060726455302,8,8.39818440483404,"Rear",6.47697236288968,6.40357419793482,3,5.41610040220442,NA,1198,4360,1910,1120,"no","no","no/optional","no","no","no","no","no","standard","no","no","no","standard","Europe"
"Pagani Huayra","Pagani","Huayra","Huayra 6.0 V12 Standard 2d","Petrol",13.8054602221108,12,8.69617584694468,"Rear",6.59304453414244,6.69826805411541,3.3,5.4380793089232,23,1350,4605,2036,1169,"no","no","no/optional","standard","no","no","no","no","no","no","no","no","no","Europe"
"Perodua MYVI","Perodua","MYVI","Myvi 1.3 EZi auto 5d","Petrol",9.10486873903395,4,7.16857989726403,"Front",4.44265125649032,4.44265125649032,11.3,4.66343909411207,44,950,3720,1665,1550,"no","no","standard","optional","no","no","no","no","no","standard","standard","no","no","Asia"
"Peugeot 107","Peugeot","107","107 1.0 68 Active 5d","Petrol",9.14259671988966,3,6.90575327631146,"Front",4.21950770517611,4.24849524204936,14.2,4.60517018598809,65,210,3430,1630,1465,"no","no","no/optional","optional","standard","no","no","no","no","no","standard","no","optional","Europe"
"Peugeot 207 CC","Peugeot","207 CC","207 CC 1.6 VTi 120 GT 2d","Petrol",9.80615031964717,4,7.37650812632622,"Front",4.78749174278205,4.78749174278205,10.7,4.83628190695148,43,1417,4037,1750,1387,"standard","standard","standard","optional","standard","standard","no","no","optional","standard","standard","optional","standard","Europe"
"Peugeot 207 SW","Peugeot","207 SW","207 SW 1.6 HDi FAP 92 Active 5d","Diesel",9.62211884214094,4,7.35244110024358,"Front",4.52178857704904,5.08140436498446,13.3,4.72738781871234,67,1332,4149,1750,1555,"no","standard","no/optional","no","standard","no","optional","no","no","optional","standard","no","optional","Europe"
"Peugeot 208","Peugeot","208","208 1.6 VTi 120 Allure 3d","Petrol",9.59185425926183,4,7.37650812632622,"Front",4.78749174278205,4.77068462446567,10.9,4.77068462446567,48,1080,3965,1739,1460,"standard","standard","no/optional","no","standard","standard","standard","no","no","optional","standard","optional","standard","Europe"
"Peugeot 3008","Peugeot","3008","3008 2.0 HYbrid4 Active 5d","Diesel",10.2034069426524,4,7.59940133341582,"4WD",5.29831736654804,5.39816270151775,8.5,4.77068462446567,80,1808,4365,1837,1639,"standard","standard","standard","standard","standard","standard","standard","no","no","standard","standard","optional","standard","Europe"
"Peugeot 308","Peugeot","308","308 1.6 e-HDi 115 Active 5d","Petrol",9.83601138741121,4,7.35244110024358,"Front",4.74493212836325,5.31320597904179,10.2,4.79579054559674,76,1395,4253,1804,1457,"standard","standard","standard","no","standard","standard","standard","no","no","no","standard","standard","standard","Europe"
"Peugeot 308 CC","Peugeot","308 CC","308 CC 2.0 HDi 150 Active 2d","Diesel",10.1021334722499,4,7.59940133341582,"Front",5.01063529409626,5.56068163101553,11.1,4.85981240436167,47,1674,4400,1817,1426,"standard","standard","standard","optional","standard","standard","standard","no","optional","standard","standard","optional","standard","Europe"
"Peugeot 308 SW","Peugeot","308 SW","308 SW 1.6 e-HDi 112 EGC SS SR 5d","Diesel",9.88404985864365,4,7.35244110024358,"Front",4.71849887129509,5.19295685089021,12.3,4.77068462446567,65,1399,4500,1815,1498,"no","standard","no/optional","standard","standard","no","no","no","no","no","standard","standard","standard","Europe"
"Peugeot 5008","Peugeot","5008","5008 1.6 e-HDi 112 FAP EGC SR 5d","Diesel",9.9802170853948,4,7.35244110024358,"Front",4.71849887129509,5.17614973257383,12.6,4.7361984483945,57,1688,4530,1830,1638,"no","standard","no/optional","standard","standard","no","no","no","no","no","standard","standard","standard","Europe"
"Peugeot RCZ","Peugeot","RCZ","RCZ 1.6 THP 156 GT 2d","Petrol",10.0856007542923,4,7.37650812632622,"Front",5.04985600724954,5.19295685089021,8.3,4.89034912822175,44,1394,4290,NA,1352,"standard","standard","standard","optional","standard","standard","standard","standard","standard","standard","standard","optional","standard","Europe"
"Porsche 911","Porsche","911","911 3.8 400 Carrera 4S 2d Cabriolet 991","Petrol",11.4820950545776,6,8.24275634571448,"4WD",5.99146454710798,5.78074351579233,4.7,5.20948615284142,28,1515,4491,1852,1294,"no","no","standard","optional","optional","no","optional","no","no","optional","standard","standard","standard","Europe"
"Porsche Boxster","Porsche","Boxster","Boxster 2.7 265 Standard 2d","Petrol",10.551558912205,6,7.90322680873073,"Rear",5.57972982598622,5.32787616878958,5.8,5.0998664278242,34,1310,4374,1801,1282,"no","standard","standard","optional","optional","optional","optional","no","optional","optional","standard","optional","standard","Europe"
"Porsche Cayenne","Porsche","Cayenne","Cayenne 4.8 V8 420 GTS 5d","Petrol",11.1289820938773,8,8.47762041629641,"4WD",6.04025471127741,5.93753620508243,5.7,5.08759633523238,26,2085,4846,1954,1708,"no","no","no/optional","no","no","no","no","no","no","no","no","no","no","Europe"
"Porsche Panamera","Porsche","Panamera","Panamera 3.0 V6 bi-turbo 420 S 5d","Petrol",11.3154374770945,6,8.00536706731666,"Rear",6.04025471127741,5.94803498918065,5.1,5.18178355029209,32,1810,5015,1931,1418,"no","standard","no/optional","standard","no","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"Proton GEN-2","Proton","GEN-2","Gen-2 1.6 GLS 5d","Petrol",9.22965268300856,4,7.37588214821501,"Front",4.70048036579242,4.69134788222914,12.6,4.77068462446567,39,1185,4310,1725,1435,"no","standard","standard","no","no","no","no","no","optional","standard","standard","no","no","Asia"
"Proton Satria-Neo","Proton","Satria-Neo","Satria-Neo 1.6 GSX 3d","Petrol",9.04723303410603,4,7.37588214821501,"Front",4.70953020131233,4.69134788222914,11.5,4.77068462446567,42,1170,3905,1710,1420,"no","standard","standard","optional","no","standard","no","no","no","standard","standard","no","no","Asia"
"Proton Savvy","Proton","Savvy","Savvy 1.2 Style 5d","Petrol",8.98657162526805,4,7.04664727784876,"Front",4.31748811353631,4.34380542185368,13.9,4.58496747867057,49,965,3710,1643,1480,"no","no","standard","optional","no","no","no","no","no","standard","standard","no","no","Asia"
"Renault Clio","Renault","Clio","Clio 1.5 dCi 90 ECO Expression+ 5d","Diesel",9.57115672841547,4,7.2868764117507,"Front",4.49980967033027,5.08759633523238,12,4.71849887129509,88,1071,4062,1731,1448,"no","standard","no/optional","no","standard","no","standard","no","no","no","standard","no","standard","Europe"
"Renault Megane","Renault","Megane","Megane 1.5 dCi 110 Stop and Start Dynamique TomTom 5d","Diesel",9.89343721668263,4,7.2868764117507,"Front",4.70048036579242,5.25227342804663,12.1,4.77068462446567,80,1215,4302,1808,1471,"standard","standard","standard","no","standard","optional","standard","no","optional","optional","standard","standard","standard","Europe"
"Renault Scenic/Grand Scenic","Renault","Scenic/Grand Scenic","Grand Scenic 1.2 TCe 115 S&S Dynamique 5d","Petrol",9.97347992435616,4,7.08840877867539,"Front",4.74493212836325,4.9416424226093,12.6,4.71849887129509,47,1491,4573,1845,1671,"standard","standard","no/optional","no","standard","optional","standard","no","no","standard","standard","standard","standard","Europe"
"Renault Twingo","Renault","Twingo","Twingo 1.2 75 Dynamique 3d","Petrol",9.24474179869351,4,7.04664727784876,"Front",4.31748811353631,4.35670882668959,12.3,4.65396035015752,55,950,3687,1654,1470,"no","no","no/optional","no","standard","optional","standard","no","no","no","standard","no","optional","Europe"
"Renault Twizy","Renault","Twizy","Twizy 13kW Colour",NA,8.84649693855884,NA,NA,NA,2.83321334405622,3.73766961828337,0,3.91202300542815,NA,450,2337,1237,1461,"no","no","no/optional","standard","no","no","no","no","no","no","no","no","no","Europe"
"Renault Zoe","Renault","Zoe","Zoe EV Dynamique Intens 5d",NA,9.90563524459359,NA,NA,"Front",4.47733681447821,5.08759633523238,13.5,4.43081679884331,NA,1468,4084,1730,1562,"standard","standard","no/optional","standard","standard","standard","standard","no","no","standard","standard","standard","standard","Europe"
"Rolls-Royce Ghost","Rolls-Royce","Ghost","Ghost 6.6 V12 Extended Wheelbase 4d","Petrol",12.3457476276027,12,8.79361207158931,"Rear",6.33327962813969,6.35437004079735,4.8,5.04342511691925,20,2420,5569,1948,1556,"standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"Rolls-Royce Phantom","Rolls-Royce","Phantom","Phantom 6.75 V12 Drophead Coupe 2d","Petrol",12.7734298200318,12,8.81714962474341,"Rear",6.11589212548303,6.27476202124194,5.8,5.01063529409626,19,2705,5612,1987,1566,"standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"Rolls-Royce Phantom Coupe","Rolls-Royce","Phantom Coupe","Phantom 6.75 V12 Coupe 2d","Petrol",12.7162880831705,12,8.81714962474341,"Rear",6.11589212548303,6.27476202124194,5.8,5.04342511691925,19,2665,5612,1987,1598,"standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","Europe"
"SEAT Alhambra","SEAT","Alhambra","Alhambra 2.0 TDI CR 140 Ecomotive SE 2011 5d","Diesel",10.1890423639717,4,7.5847730776122,"Front",4.9416424226093,5.46383180502561,10.9,4.78749174278205,50,1747,4850,1900,1720,"standard","standard","standard","optional","standard","standard","standard","optional","optional","standard","standard","optional","standard","Europe"
"SEAT Altea","SEAT","Altea","Altea 1.2 TSI 105 SE 5d","Petrol",9.78611068438255,4,7.08757370555797,NA,4.65396035015752,4.85981240436167,11.3,4.7361984483945,49,1360,4282,1768,1576,"optional","standard","standard","no","optional","standard","standard","no","no","optional","standard","optional","standard","Europe"
"SEAT Leon","SEAT","Leon","Leon 1.4 TSI 140 FR 5d","Petrol",9.87225485010503,4,7.24064969425547,"Front",4.9416424226093,5.21493575760899,8.2,4.87519732320115,54,1231,4271,1784,1444,"optional","standard","standard","no","standard","standard","standard","no","optional","standard","standard","optional","standard","Europe"
"SEAT Mii","SEAT","Mii","Mii 1.0 60 SE 3d","Petrol",9.13507788747564,3,6.90675477864855,"Front",4.0943445622221,4.24849524204936,14.4,4.59511985013459,62,929,3557,1641,1478,"no","no","no/optional","no","optional","no","optional","no","no","optional","standard","optional","standard","Europe"
"SEAT Toledo","SEAT","Toledo","Toledo 1.2 TSI 105 SE 4d","Petrol",9.7019831763254,4,7.08757370555797,"Front",4.65396035015752,4.85981240436167,10.3,4.79579054559674,55,1175,4482,1703,1461,"no","standard","no/optional","no","standard","standard","standard","no","no","optional","standard","optional","standard","Europe"
"Skoda Fabia","Skoda","Fabia","Fabia 1.6 TDI CR 105 SE 5d","Diesel",9.51782507172414,4,7.37650812632622,"Front",4.65396035015752,5.21493575760899,10.9,4.76217393479776,67,1219,4000,1642,1498,"no","standard","standard","no","optional","no","optional","no","no","optional","standard","optional","optional","Europe"
"Skoda Octavia","Skoda","Octavia","Octavia 1.4 TSI 140 Elegance 5d","Petrol",9.9154161234014,4,7.24064969425547,"Front",4.9416424226093,5.21493575760899,8.1,4.89783979995091,53,1180,4659,1814,1461,"no","standard","standard","no","standard","standard","standard","optional","standard","no","standard","standard","standard","Europe"
"Skoda Roomster","Skoda","Roomster","Roomster 1.2 TSI 105 SE 5d","Petrol",9.57983281962553,4,7.08757370555797,"Front",4.65396035015752,4.85981240436167,10.9,4.7361984483945,49,1237,4214,1684,1607,"no","standard","standard","optional","optional","optional","optional","no","optional","standard","standard","no","optional","Europe"
"Skoda Yeti","Skoda","Yeti","Yeti 1.2 TSI 105 2WD Elegance 5d","Petrol",9.84823907830565,4,7.08757370555797,"Front",4.65396035015752,4.85981240436167,11.8,4.69134788222914,44,1345,4223,1793,1691,"standard","standard","standard","optional","standard","standard","standard","optional","standard","standard","standard","optional","optional","Europe"
"Smart fortwo","Smart","fortwo","ForTwo 0.0 Electric Drive 2d coupe sale&care",NA,9.41531995266272,NA,NA,"Rear",4.29045944114839,4.55387689160054,11.5,4.35670882668959,NA,NA,2700,1559,1542,"no","no","no/optional","standard","no","no","optional","no","no","no","standard","standard","standard","Europe"
"Ssangyong Rodius","Ssangyong","Rodius","Rodius 2.0D ES 5d","Diesel",9.79784922051313,4,7.5999019592085,"Rear",5.04342511691925,5.57972982598622,0,4.65396035015752,38,2059,5125,1915,1845,"no","no","standard","optional","standard","standard","no","no","standard","optional","standard","optional","standard","Asia"
"Subaru BRZ","Subaru","BRZ","BRZ 2.0 SE 2d","Petrol",10.1264310838477,4,7.5999019592085,"Rear",5.29831736654804,5.01727983681492,7.6,4.86753445045558,36,1200,4240,1775,1425,"no","no","no/optional","optional","no","standard","standard","no","no","no","standard","optional","standard","Asia"
"Subaru Forester","Subaru","Forester","Forester 2.0 XE Premium 5d","Petrol",10.2217594489419,4,7.59839932932396,"4WD",5.01063529409626,4.98360662170834,10.6,4.77068462446567,43,1477,4595,1795,1735,"standard","standard","standard","no","standard","standard","standard","no","no","standard","standard","no","standard","Asia"
"Subaru Legacy Outback","Subaru","Legacy Outback","Outback 2.0D SE 5d","Diesel",10.3112832759826,4,7.5999019592085,"4WD",5.01063529409626,5.55295958492162,9.7,4.78749174278205,44,1573,4775,1820,1605,"standard","standard","standard","no","no","standard","standard","standard","no","no","standard","optional","standard","Asia"
"Subaru XV","Subaru","XV","XV 2.0D SE 5d","Diesel",10.0856007542923,4,7.5999019592085,"4WD",4.99043258677874,5.55295958492162,9.3,4.78749174278205,50,1415,4450,1780,1615,"no","standard","no/optional","no","standard","standard","standard","no","no","no","standard","no","standard","Asia"
"Suzuki Alto","Suzuki","Alto","Alto 1.0 12v SZ3 5d","Petrol",9.03586793012563,3,6.9037472575846,"Front",4.21950770517611,4.18965474202643,13.5,4.56434819146784,65,NA,3500,1600,1470,"no","no","no/optional","no","no","no","no","no","no","no","standard","no","no","Asia"
"Suzuki Grand Vitara","Suzuki","Grand Vitara","Grand Vitara 2.4 SZ4 5d","Petrol",9.84665261578359,4,7.78030308790837,"4WD",5.11198778835654,5.11799381241676,11.7,4.74493212836325,32,1569,4500,1880,1695,"no","no","no/optional","no","no","standard","standard","no","no","no","standard","no","standard","Asia"
"Suzuki Jimny","Suzuki","Jimny","Jimny 1.3 SZ3 3d","Petrol",9.39224517527379,4,7.19142933003638,"4WD",4.43081679884331,4.39444915467244,14.1,4.46590811865458,39,1158,3665,1645,1705,"no","no","no/optional","no","no","no","no","no","no","no","standard","no","no","Asia"
"Suzuki Splash","Suzuki","Splash","Splash 1.2 SZ3 5d","Petrol",9.28720881623276,4,7.12447826249342,"Front",4.54329478227,4.46590811865458,12,4.69134788222914,55,1050,3775,1680,1590,"no","no","no/optional","no","no","no","no","no","no","no","standard","no","no","Asia"
"Suzuki Swift","Suzuki","Swift","Swift 1.2 SZ3 5d","Petrol",9.43340392009022,4,7.12447826249342,"Front",4.54329478227,4.46590811865458,12.3,4.63472898822964,56,1020,3850,1695,1510,"no","no","no/optional","optional","no","no","no","no","no","no","standard","no","standard","Asia"
"Suzuki Swift Sport","Suzuki","Swift Sport","Swift 1.6 136 Sport 3d","Petrol",9.52872137317723,4,7.36897040219479,"Front",4.91265488573605,4.77068462446567,8.7,4.79579054559674,44,1045,3890,1695,1510,"standard","standard","standard","no","standard","standard","standard","no","no","no","standard","no","standard","Asia"
"Suzuki SX4","Suzuki","SX4","Sx4 1.6 4WD SZ5 5d","Petrol",9.67401149314871,4,7.36897040219479,"4WD",4.78749174278205,4.74493212836325,11.5,4.69134788222914,43,1255,4150,1755,1620,"no","standard","no/optional","no","no","standard","no","no","no","no","standard","no","standard","Asia"
"Toyota Auris","Toyota","Auris","Auris 1.4 D-4D Icon 5d","Diesel",9.82525570426655,4,7.21817683840341,"Front",4.48863636973214,5.01727983681492,12.5,4.71849887129509,72,1290,4275,1760,1450,"no","standard","no/optional","no","standard","no","no","no","no","standard","standard","optional","standard","Asia"
"Toyota Avensis","Toyota","Avensis","Avensis 2.2 D-CAT 150 Icon 4d","Diesel",10.1082634464922,4,7.71020519443253,"Front",5.01063529409626,5.52146091786225,9.5,4.84418708645859,44,1600,4710,1810,1480,"standard","standard","no/optional","standard","standard","standard","standard","no","no","no","standard","standard","standard","Asia"
"Toyota AYGO","Toyota","AYGO","Aygo 1.0 68 + 5d","Petrol",9.15377002048779,3,6.90575327631146,"Front",4.21950770517611,4.21950770517611,14.2,4.57471097850338,65,800,3415,1615,1465,"no","no","no/optional","optional","no","no","no","no","no","no","standard","no","no","Asia"
"Toyota GT 86","Toyota","GT 86","GT 86 2.0 Standard 2d","Petrol",10.1264310838477,4,7.5999019592085,"Rear",5.29831736654804,5.01727983681492,7.7,4.9416424226093,36,1238,4240,1775,1285,"no","no","no/optional","optional","no","no","no","no","no","no","no","no","standard","Asia"
"Toyota iQ","Toyota","iQ","IQ 1.0 IQ2 3d","Petrol",9.34792603492875,3,6.9037472575846,"Front",4.20469261939097,4.20469261939097,14.7,4.53259949315326,64,845,2985,1680,1500,"no","no","no/optional","optional","optional","no","no","no","optional","optional","standard","optional","standard","Asia"
"Toyota Land Cruiser","Toyota","Land Cruiser","Land Cruiser 3.0 D-4D LC3 5d","Diesel",10.4730536713247,4,8.00034949532468,"4WD",5.14166355650266,5.71042701737487,11.7,4.69134788222914,34,2125,4760,1885,1890,"no","standard","standard","standard","standard","standard","standard","no","standard","no","standard","no","standard","Asia"
"Toyota Land Cruiser V8","Toyota","Land Cruiser V8","Land Cruiser 4.5 V8 5d","Diesel",11.0394759053202,8,8.40312823512826,"4WD",5.65599181081985,6.17170059741091,8.9,4.86753445045558,29,2555,4950,1970,1865,"standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","standard","Asia"
"Toyota Prius","Toyota","Prius","Prius 1.8 Hybrid T Spirit 5d","Petrol",10.0876823537118,4,7.49443021503157,"Front",4.58496747867057,4.64439089914137,10.4,4.71849887129509,70,1370,4460,1745,1490,"standard","standard","standard","standard","standard","standard","standard","no","optional","optional","standard","standard","standard","Asia"
"Toyota RAV4","Toyota","RAV4","RAV4 2.2 D-4D 150 AWD Icon 5d","Diesel",10.1847113149269,4,7.71020519443253,"4WD",5.01063529409626,5.52146091786225,9.6,4.77068462446567,49,1625,4570,1845,1705,"standard","standard","standard","no","standard","standard","no","no","optional","standard","standard","optional","standard","Asia"
"Toyota Verso","Toyota","Verso","Verso 1.6 Icon 5d","Petrol",9.90073376433951,4,7.37650812632622,"Front",4.86753445045558,4.77068462446567,11.7,4.74493212836325,42,1430,4460,1790,1630,"no","standard","standard","no","standard","standard","standard","no","no","no","standard","optional","standard","Asia"
"Toyota Yaris","Toyota","Yaris","Yaris 1.33 TR 5d","Petrol",9.49250726373985,4,7.19218205871325,"Front",4.58496747867057,4.52178857704904,11.7,4.69134788222914,52,1045,3885,1695,1510,"no","no","no/optional","optional","standard","no","no","no","no","standard","standard","no","standard","Asia"
"Vauxhall Adam","Vauxhall","Adam","Adam 1.2 ecoFLEX S/S Glam 3d","Petrol",9.46846489218564,4,7.11395610956603,"Front",4.24849524204936,4.44265125649032,14.9,4.62497281328427,56,1086,3698,1720,1484,"optional","standard","no/optional","no","standard","standard","standard","no","optional","optional","standard","optional","standard","Europe"
"Vauxhall Agila","Vauxhall","Agila","Agila 1.0 68 S 5d","Petrol",9.2529208195113,3,6.9037472575846,"Front",4.21950770517611,4.18965474202643,14.2,4.59511985013459,60,975,3740,1680,1590,"no","no","no/optional","no","no","no","no","no","no","no","standard","no","optional","Europe"
"Vauxhall Ampera","Vauxhall","Ampera","Ampera 1.4 EREV Positiv 5d","Petrol",10.5254072238077,4,7.24422751560335,"Front",5.01063529409626,5.60947179518496,8.7,4.60517018598809,235,1732,4498,1787,1439,"standard","standard","standard","standard","standard","standard","standard","no","standard","standard","standard","no","standard","Europe"
"Vauxhall Antara","Vauxhall","Antara","Antara 2.2 CDTi 163 4WD Exclusiv 5d","Diesel",10.015028927269,4,7.71020519443253,"4WD",5.09375020080676,5.55295958492162,9.9,4.76217393479776,42,1996,4596,1850,1761,"standard","no","no/optional","optional","optional","standard","standard","no","no","standard","standard","optional","standard","Europe"
"Vauxhall Astra","Vauxhall","Astra","Astra 1.6 SE 5d","Petrol",9.90872381933137,4,7.37650812632622,"Front",4.74493212836325,4.7361984483945,10.9,4.77068462446567,44,NA,4419,1814,1510,"standard","standard","standard","optional","optional","optional","standard","no","no","optional","standard","optional","standard","Europe"
"Vauxhall Astra GTC","Vauxhall","Astra GTC","Astra 1.4T 140 S/S SRi 3d GTC","Petrol",9.94510922722695,4,7.21817683840341,"Front",4.9416424226093,4.99043258677874,9,4.8283137373023,47,NA,4419,1814,1510,"standard","standard","standard","no","optional","optional","standard","no","optional","optional","standard","optional","standard","Europe"
"Vauxhall Astra VXR","Vauxhall","Astra VXR","Astra 2.0T 280 VXR 3d GTC","Petrol",10.2034069426524,4,7.5999019592085,"Front",5.63478960316925,5.68697535633982,5.9,5.04342511691925,34,1475,4466,1840,1482,"no","standard","standard","no","standard","optional","no","optional","optional","optional","standard","optional","standard","Europe"
"Vauxhall Cascada","Vauxhall","Cascada","Cascada 1.6T SIDI 170 SE 2d","Petrol",10.1850886734219,4,7.37650812632622,"Front",5.13579843705026,5.32787616878958,9.2,4.90527477843843,39,NA,4696,1839,1445,"optional","standard","standard","standard","optional","optional","standard","no","optional","standard","standard","optional","standard","Europe"
"Vauxhall Corsa","Vauxhall","Corsa","Corsa 1.2 ecoFlex S/S SXi 5d","Petrol",9.59696239228287,4,7.11395610956603,"Front",4.44265125649032,4.44265125649032,13.6,4.67282883446191,55,1055,3999,1737,1488,"optional","standard","no/optional","no","no","optional","standard","no","no","optional","no","optional","optional","Europe"
"Vauxhall Corsa VXR","Vauxhall","Corsa VXR","Corsa 1.6 T VXR 3d","Petrol",9.8474461616525,4,7.37650812632622,"Front",5.24174701505964,5.12989871492307,6.8,4.9416424226093,35,1300,4040,1713,1488,"optional","standard","no/optional","no","optional","optional","no","no","optional","optional","standard","optional","optional","Europe"
"Vauxhall Insignia","Vauxhall","Insignia","Insignia 2.0 CDTi 160 SE 4d","Diesel",10.1334080881294,4,7.57865685059476,"Front",5.07517381523383,5.55295958492162,8.9,4.90527477843843,55,NA,4830,1856,1498,"standard","standard","standard","optional","optional","standard","standard","no","optional","optional","standard","optional","standard","Europe"
